23.424076,53.847818	
33.93911,67.709953	
17.060816,-61.796428	
18.220554,-63.068615	
41.153332,20.168331	
40.069099,45.038189	
12.226079,-69.060087
-11.202692,17.873887	
-75.250973,-0.071389	
-38.416097,-63.616672	
-14.270972,-170.132217	
47.516231,14.550072	
-25.274398,133.775136	
12.52111,-69.968338	
40.143105,47.576927	
43.915886,17.679076	
13.193887,-59.543198	
23.684994,90.356331	
50.503887,4.469936	
12.238333,-1.561593	
42.733883,25.48583	
25.930414,50.637772	
-3.373056,29.918886	
 9.307690,2.315834	
32.321384,-64.75737	
4.535277,114.727669	
-16.290154,-63.588653	
-14.235004,-51.92528		
25.03428,-77.39628